fecha/hora,Id. de liquidación,tipo ,Id. del pedido,sku,descripción,cantidad,marketplace,cumplimiento,ciudad del pedido,estado del pedido,código postal del pedido,modelo de recaudación de impuestos,ventas de productos,impuesto de ventas de productos,créditos de envío,impuesto de abono de envío,créditos por envoltorio de regalo,impuesto de créditos de envoltura,Tarifa reglamentaria,Impuesto sobre tarifa reglamentaria,descuentos promocionales,impuesto de reembolsos promocionales,impuesto de retenciones en la plataforma,tarifas de venta,tarifas fba,tarifas de otra transacción,otro,total
8 feb 2023 10:29:55 GMT-8,17391237491,Trasferir,,,A la cuenta que finaliza en: 750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5114.22,-5114.22
8 feb 2023 15:24:07 GMT-8,17391237491,Pedido,701-1919043-5311448,PT0003-3-MX,"FUEGO AZTECA® | 3-Pack Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol",1,amazon.com.mx,Amazon,GUADALAJARA,JALISCO,44320,MarketplaceFacilitator,459,0,0,0,0,0,0,0,0,0,0,-68.85,-73.89,0,0,316.26
8 feb 2023 21:29:34 GMT-8,17391237491,Pedido,702-6853378-7808250,PT0003-2-MX,"FUEGO AZTECA® | 2-Pack Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol",1,amazon.com.mx,Amazon,GUADALAJARA,JALISCO,44360,MarketplaceFacilitator,379,0,0,0,0,0,0,0,0,0,0,-56.85,-68.86,0,0,253.29
11 feb 2023 11:16:11 GMT-8,17391237491,Tarifa de servicio,,,Suscripción,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-245.21,-245.21
12 feb 2023 01:28:31 GMT-8,17391237491,Pedido,701-6596562-4273009,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,NAUCALPAN DE JUAREZ,MEXICO,53100,MarketplaceFacilitator,254,0,0,0,0,0,0,0,0,0,0,-20.32,-68.86,0,0,164.82
13 feb 2023 08:28:28 GMT-8,17391237491,Pedido,701-9888017-2460243,UZ-RY7S-XJE3,"FUEGO AZTECA® | Elíxir Ámbar Aceite Picante - Infusión natural en Aceite de Oliva de chiles Chipotle, Morita, Rojo de Árbol y Ajo - sólo Ingredi",1,amazon.com.mx,Vendedor,ECATEPEC DE MORELOS,MEXICO,55210,MarketplaceFacilitator,424,0,65,0,0,0,0,0,0,0,0,-73.34,0,0,0,415.66
13 feb 2023 11:45:43 GMT-8,17391237491,Pedido,701-3974631-8751458,UZ-RY7S-XJE3,"FUEGO AZTECA® | Elíxir Ámbar Aceite Picante - Infusión natural en Aceite de Oliva de chiles Chipotle, Morita, Rojo de Árbol y Ajo - sólo Ingredi",2,amazon.com.mx,Vendedor,CIUDAD CONSTITUCIÓN,BAJA CALIFORNIA SUR,23600,MarketplaceFacilitator,998,0,65,0,0,0,0,0,0,0,0,-159.46,0,0,0,903.54
13 feb 2023 11:45:43 GMT-8,17391237491,Servicios de envío,701-3974631-8751458,,Etiqueta de envío comprada a través de Amazon,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-192.57,-192.57
13 feb 2023 22:10:41 GMT-8,17391237491,Tarifa de inventario FBA,INT01197,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.91,-9.91
13 feb 2023 22:11:06 GMT-8,17391237491,Tarifa de inventario FBA,INT01197,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.91,-9.91
13 feb 2023 22:11:38 GMT-8,17391237491,Tarifa de inventario FBA,INT01197,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.55,-49.55
13 feb 2023 22:11:41 GMT-8,17391237491,Tarifa de inventario FBA,INT01197,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.82,-19.82
14 feb 2023 01:33:34 GMT-8,17391237491,Pedido,701-8228280-5920244,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",2,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,11000,MarketplaceFacilitator,338,0,0,0,0,0,0,0,0,0,0,-27.05,-123.86,0,0,187.09
14 feb 2023 01:33:34 GMT-8,17391237491,Pedido,701-8228280-5920244,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,11000,MarketplaceFacilitator,254,0,0,0,0,0,0,0,0,0,0,-20.32,-68.86,0,0,164.82
14 feb 2023 04:52:49 GMT-8,17391237491,Tarifa de inventario FBA,INT01412,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.91,-9.91
14 feb 2023 08:36:45 GMT-8,17391237491,Pedido,701-2831945-0628260,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,TOLUCA DE LERDO,MEXICO,50120,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
14 feb 2023 12:34:58 GMT-8,17391237491,Pedido,702-6609193-2644259,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,MONTERREY,NUEVO LEON,64020,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
14 feb 2023 21:26:22 GMT-8,17391237491,Pedido,701-9479480-9916247,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,SOLEDAD DE GRACIANO SANCHEZ,SAN LUIS POTOSI,78434,MarketplaceFacilitator,424,0,0,0,0,0,0,0,0,0,0,-63.6,-73.89,0,0,286.51
15 feb 2023 21:22:45 GMT-8,17391237491,Tarifa de inventario FBA,PTC00041,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.91,-9.91
15 feb 2023 21:22:58 GMT-8,17391237491,Tarifa de inventario FBA,PTC00041,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69.37,-69.37
16 feb 2023 03:28:50 GMT-8,17391237491,Pedido,701-5469338-5313043,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,Monterrey,Nuevo Leon,64800,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
16 feb 2023 20:39:22 GMT-8,17391237491,Pedido,702-8461830-2509020,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,XALAPA-ENRIQUEZ,VERACRUZ DE IGNACIO DE LA LLAVE,91040,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
17 feb 2023 10:32:13 GMT-8,17391237491,Tarifa de inventario FBA,230214lYGd,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por baja (eliminación),,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.91,-9.91
17 feb 2023 13:21:15 GMT-8,17391237491,Servicios de envío,701-8847340-2932257,,Etiqueta de envío comprada a través de Amazon,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.75,-80.75
17 feb 2023 13:22:33 GMT-8,17391237491,Pedido,701-8847340-2932257,PT0022-MX,"FUEGO AZTECA | 6-Pack Nutty & Picante Mini - Salsa Gourmet Premium: mezcla fina de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Mor",1,amazon.com.mx,Vendedor,CIUDAD DE MEXICO,CIUDAD DE MEXICO,1080,MarketplaceFacilitator,279,0,41.28,0,0,0,0,0,0,0,0,-48.04,0,0,0,272.24
20 feb 2023 09:23:02 GMT-8,17391237491,Pedido,702-3877039-5087445,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,NAUCALPAN DE JUAREZ,MEXICO,53126,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
22 feb 2023 03:13:43 GMT-8,17467042891,Tarifa de inventario FBA,,,Tarifa por papel burbuja,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22 feb 2023 03:13:59 GMT-8,17467042891,Tarifa de inventario FBA,,,Tarifa por etiquetado,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22 feb 2023 10:23:35 GMT-8,17467042891,Trasferir,,,A la cuenta que finaliza en: 750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1958.86,-1958.86
22 feb 2023 15:17:33 GMT-8,17467042891,Pedido,701-8834849-3340248,PT0028-1-MX,FUEGO AZTECA | Néctar Ígneo - Salsa Premium: Pulpa de Mango con Chile Habanero y Aceite de Oliva - Textura cremosa - Ingredientes naturales - Nivel,1,amazon.com.mx,Amazon,SANTA CRUZ HUATULCO,Oaxaca,70989,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
23 feb 2023 12:01:16 GMT-8,17467042891,Pedido,702-8040282-3998615,FI-ECM0-UA0O,"FUEGO AZTECA® | Elíxir Ámbar Aceite Picante - Infusión natural en Aceite de Oliva de chiles Chipotle, Morita, Rojo de Árbol y Ajo - sólo Ingredi",1,amazon.com.mx,Vendedor,TORREON,COAHUILA DE ZARAGOZA,27018,MarketplaceFacilitator,499,0,65,0,0,0,0,0,0,0,0,-84.6,0,0,0,479.4
24 feb 2023 12:14:26 GMT-8,17467042891,Pedido,702-4614160-0113801,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,Tampico,Tamaulipas,89316,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
24 feb 2023 12:27:51 GMT-8,17467042891,Pedido,701-9353960-0079438,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,PERIBAN,MICHOACAN DE OCAMPO,60440,MarketplaceFacilitator,299,0,0,0,0,0,0,0,0,0,0,-23.92,-68.86,0,0,206.22
24 feb 2023 12:28:09 GMT-8,17467042891,Pedido,701-2834117-8748224,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,PERIBAN,MICHOACAN DE OCAMPO,60440,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
24 feb 2023 15:08:46 GMT-8,17467042891,Pedido,702-6102791-9814656,PT0011,"FUEGO AZTECA | 6-Pack Manjar Emperador Mini - Salsa Gourmet Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & de",2,amazon.com.mx,Vendedor,TIJUANA,BAJA CALIFORNIA,22215,MarketplaceFacilitator,558,0,65,0,0,0,0,0,0,0,0,-93.45,0,0,0,529.55
24 feb 2023 15:09:14 GMT-8,17467042891,Servicios de envío,702-6102791-9814656,,Etiqueta de envío comprada a través de Amazon,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-143.96,-143.96
24 feb 2023 20:24:21 GMT-8,17467042891,Pedido,701-9626275-8136243,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,6100,MarketplaceFacilitator,299,0,0,0,0,0,0,0,0,0,0,-23.92,-68.86,0,0,206.22
25 feb 2023 12:17:37 GMT-8,17467042891,Pedido,702-9509059-2581824,PT0003-3-MX,"FUEGO AZTECA® | 3-Pack Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol",1,amazon.com.mx,Amazon,CIUDAD DEL CARMEN,CAMPECHE,24157,MarketplaceFacilitator,459,0,0,0,0,0,0,0,0,0,0,-68.85,-73.89,0,0,316.26
28 feb 2023 09:45:31 GMT-8,17467042891,Pedido,702-5448182-4073846,PT0012-MX,FUEGO AZTECA | 6-Pack Esencial Mini - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 6 piezas tama�,1,amazon.com.mx,Vendedor,SAN MATEO ATENCO,MEXICO,52104,MarketplaceFacilitator,299,0,43.5,0,0,0,0,0,0,0,0,-51.38,0,0,0,291.12
28 feb 2023 16:17:10 GMT-8,17467042891,Tarifa de inventario FBA,,,Tarifa por papel burbuja,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 feb 2023 16:17:22 GMT-8,17467042891,Tarifa de inventario FBA,,,Tarifa por etiquetado,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 mar 2023 01:35:36 GMT-8,17467042891,Pedido,701-0440004-6821818,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,8200,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
2 mar 2023 15:18:07 GMT-8,17467042891,Pedido,702-2372706-5954669,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",2,amazon.com.mx,Amazon,TEXCOCO DE MORA,MEXICO,56120,MarketplaceFacilitator,398,0,0,0,0,0,0,0,0,0,0,-31.83,-123.86,0,0,242.31
3 mar 2023 01:34:23 GMT-8,17467042891,Pedido,702-0645536-4222666,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,HUIXQUILUCAN DE DEGOLLADO,MÉXICO,52786,MarketplaceFacilitator,299,0,0,0,0,0,0,0,0,0,0,-23.92,-68.86,0,0,206.22
3 mar 2023 12:28:18 GMT-8,17467042891,Pedido,702-8686913-1637054,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,MERIDA,YUCATAN,97302,MarketplaceFacilitator,299,0,0,0,0,0,0,0,0,0,0,-23.92,-68.86,0,0,206.22
5 mar 2023 00:36:30 GMT-8,17467042891,Tarifa de inventario FBA,INT01432,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.82,-19.82
5 mar 2023 00:37:45 GMT-8,17467042891,Tarifa de inventario FBA,INT01432,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.82,-19.82
5 mar 2023 02:49:12 GMT-8,17467042891,Tarifa de inventario FBA,INT01432,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-198.2,-198.2
5 mar 2023 21:30:05 GMT-8,17467042891,Pedido,701-6372887-6046623,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,San Nicolas de los Garza,Nuevo Leon,66460,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
7 mar 2023 02:32:02 GMT-8,17467042891,Ajuste,,PT0009,Reembolso de inventario de Logística de Amazon (Dañado en el almacén),1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.28,295.28
7 mar 2023 20:30:18 GMT-8,17551055381,Pedido,702-0175124-2097073,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,TUXTLA GUTIERREZ,CHIAPAS,29000,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
7 mar 2023 20:30:27 GMT-8,17551055381,Pedido,702-4760733-7205840,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,TUXTLA GUTIERREZ,CHIAPAS,29000,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
8 mar 2023 01:26:48 GMT-8,17551055381,Pedido,701-8982109-0693012,PT0009,FUEGO AZTECA | 3-Pack Esencial - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 3 piezas de 200g c/,1,amazon.com.mx,Amazon,SANTIAGO DE QUERETARO,QUERETARO,76130,MarketplaceFacilitator,499,0,0,0,0,0,0,0,0,0,0,-74.85,-73.89,0,0,350.26
8 mar 2023 03:25:30 GMT-8,17551055381,Pedido,701-1696220-4019427,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,SAN JOSE DEL CABO,BAJA CALIFORNIA SUR,23427,MarketplaceFacilitator,199,0,11.8,0,0,0,0,0,0,0,0,-15.92,-73.73,0,0,121.15
8 mar 2023 10:23:34 GMT-8,17551055381,Trasferir,,,A la cuenta que finaliza en: 750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3875.75,-3875.75
8 mar 2023 19:29:29 GMT-8,17551055381,Tarifa de inventario FBA,,,Tarifas de almacenamiento de Logística de Amazon,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.16,-80.16
9 mar 2023 00:35:11 GMT-8,17551055381,Pedido,702-1252452-7013062,PT0028-4-MX,FUEGO AZTECA | 4-Pack Néctar Ígneo - Salsa Premium: Pulpa de Mango con Chile Habanero y Aceite de Oliva - Textura cremosa - Ingredientes naturales -,1,amazon.com.mx,Amazon,CIUDAD DE MEXICO,CIUDAD DE MEXICO,4250,MarketplaceFacilitator,599,0,0,0,0,0,0,0,0,0,0,-89.85,-73.89,0,0,435.26
9 mar 2023 15:28:00 GMT-8,17551055381,Pedido,702-2073234-7257818,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,TEXCOCO DE MORA,MEXICO,56120,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
9 mar 2023 15:37:20 GMT-8,17551055381,Pedido,701-7226211-1607434,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,RODEO,DURANGO,35760,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
9 mar 2023 21:47:29 GMT-8,17551055381,Ajuste,702-5120283-5614623,PT0009,Reembolso de inventario de Logística de Amazon (Devolución de cliente),1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.58,360.58
10 mar 2023 20:25:26 GMT-8,17551055381,Pedido,702-7200183-4410639,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,TIJUANA,BAJA CALIFORNIA,22666,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
11 mar 2023 12:11:55 GMT-8,17551055381,Tarifa de servicio,,,Suscripción,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-244.78,-244.78
13 mar 2023 13:29:58 GMT-7,17551055381,Pedido,702-4327373-9159441,PT001,"FUEGO AZTECA® | Elíxir Ámbar - Salsa/Infusión natural en Aceite de Oliva de 3 Variedades de Chiles y Ajo: Chile Chipotle, Morita & Rojo de Árbol",1,amazon.com.mx,Amazon,GUADALAJARA,JALISCO,44500,MarketplaceFacilitator,299,0,0,0,0,0,0,0,-29.9,0,0,-21.53,-68.86,0,0,178.71
13 mar 2023 14:43:47 GMT-7,17551055381,Tarifa de inventario FBA,ALINT01417,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.38,-20.38
13 mar 2023 14:43:47 GMT-7,17551055381,Tarifa de inventario FBA,ALINT01417,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.38,-20.38
13 mar 2023 14:43:50 GMT-7,17551055381,Tarifa de inventario FBA,ALINT01417,,Solicitud de retiro de inventario de Logística de Amazon: tarifa por devolución,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.76,-40.76
14 mar 2023 03:54:59 GMT-7,17551055381,Pedido,702-6450509-5923438,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,GARCIA,NUEVO LEON,66036,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
14 mar 2023 16:27:48 GMT-7,17551055381,Pedido,702-8761943-8913837,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",3,amazon.com.mx,Amazon,TEXCOCO DE MORA,MEXICO,56120,MarketplaceFacilitator,597,0,0,0,0,0,0,0,0,0,0,-47.75,-185.79,0,0,363.46
15 mar 2023 08:54:45 GMT-7,17551055381,Pedido,702-4954160-0510662,PT0012-MX,FUEGO AZTECA | 6-Pack Esencial Mini - Kit de 3 Salsas Premium en Aceite de Oliva: Néctar Ígneo + Manjar Emperador + Nutty & Picante - 6 piezas tama�,1,amazon.com.mx,Vendedor,CALIMAYA,MEXICO,52226,MarketplaceFacilitator,329,0,43.5,0,0,0,0,0,0,0,0,-55.88,0,0,0,316.62
15 mar 2023 08:55:08 GMT-7,17551055381,Servicios de envío,702-4954160-0510662,,Etiqueta de envío comprada a través de Amazon,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-194.79,-194.79
15 mar 2023 12:51:23 GMT-7,17551055381,Tarifa de inventario FBA,,,Cargos por transporte de envíos a Amazon ,,Amazon.com.mx,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-129.15,-129.15
15 mar 2023 17:26:04 GMT-7,17551055381,Pedido,701-4592862-9289055,7S-HYA1-PK4A,"FUEGO AZTECA | Nutty & Picante - Salsa Premium: mezcla de Chiles tostados, Ciruela Pasa y Nuez en Aceite de Oliva - Chile Morita & Habanero - Ingredie",1,amazon.com.mx,Amazon,SAN LUIS POTOSI,SAN LUIS POTOSI,78399,MarketplaceFacilitator,199,0,0,0,0,0,0,0,-19.9,0,0,-14.33,-61.93,0,0,102.84
15 mar 2023 21:22:58 GMT-7,17551055381,Pedido,702-4595492-2154640,PT0028-1-MX,FUEGO AZTECA | Néctar Ígneo - Salsa Premium: Pulpa de Mango con Chile Habanero y Aceite de Oliva - Textura cremosa - Ingredientes naturales - Nivel,1,amazon.com.mx,Amazon,TIJUANA,BAJA CALIFORNIA,22170,MarketplaceFacilitator,189,0,0,0,0,0,0,0,0,0,0,-15.11,-61.93,0,0,111.96
15 mar 2023 23:28:15 GMT-7,17551055381,Pedido,702-1448749-3657869,PT0003-4-MX,"FUEGO AZTECA® | 4-Pack Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol",1,amazon.com.mx,Amazon,MONTERREY,NUEVO LEON,64020,MarketplaceFacilitator,669,0,0,0,0,0,0,0,0,0,0,-100.35,-73.89,0,0,494.76
18 mar 2023 02:35:36 GMT-7,17551055381,Pedido,702-6812465-5987464,PT003,"FUEGO AZTECA® | Manjar Emperador - Salsa Premium: mezcla de Chiles y Ajo tostados en Aceite de Oliva - Chile Morita, Chipotle & Rojo de Árbol - sól",1,amazon.com.mx,Amazon,Ciudad de Mexico,Edo de Mexico,53950,MarketplaceFacilitator,199,0,0,0,0,0,0,0,0,0,0,-15.92,-61.93,0,0,121.15
